     code     1     2     3     4     5     6
1    4llx  2p4y  3f3e  3fv1  3coy  4gid  2x00
2    5c28  4de1  3f3e  2al5  4ty7  3gnw  3fv1
3    3uuo  2yki  4gr0  1e66  2xb8  4f3c  2p15
4    3ui7  4gid  3p5o  3f3e  1e66  4tmn  4w9h
5    5c2h  4gid  3zso  3myg  4de1  2al5  4twp
6    2v00  2p4y  3f3e  2al5  3myg  3fv1  2vvn
7    3wz8  4gid  3kr8  1nvq  3myg  4de1  2al5
8    3pww  4gid  3kr8  2zcq  3g0w  2yki  4tmn
9    3prs  4gid  3arp  3qqs  3myg  4de1  2al5
10   3uri  4gid  4w9h  2al5  4twp  3dd0  3fv1
11   4m0z  3zso  3fv1  2al5  4rfm  3f3e  1e66
12   4m0y  2r9w  2xb8  2al5  4de1  3myg  3zso
13   3qgy  2vw5  3fv1  3ejr  2al5  4de1  3ag9
14   4qd6  4gid  3zso  3myg  4de1  2al5  4twp
15   4rfm  4gid  3coy  3myg  4de1  2al5  4twp
16   4cr9  2p4y  3f3e  3myg  4ty7  3zso  4gid
17   4cra  4gid  3arp  1o3f  4ivc  3myg  4de1
18   4x6p  2vw5  3utu  2al5  4twp  3fv1  3ejr
19   4crc  4gid  3ag9  1nvq  3myg  4de1  2al5
20   4ty7  3gnw  2p15  3myg  4tmn  4f3c  3nw9
21   5aba  3nw9  3gnw  2qbp  3dd0  3ebp  3ge7
22   5a7b  2zcq  4gr0  4twp  2x00  4tmn  2yki
23   4agn  4gid  4f3c  4de1  2p15  3u8n  3ge7
24   4agp  2vw5  4gr0  4pcs  4tmn  3uri  3dd0
25   4agq  2zcq  4gr0  5c2h  3kr8  4gid  3uri
26   3bgz  4gid  3myg  4twp  3dd0  3fv1  2vvn
27   3jya  4de1  3fv1  3f3e  2x00  3zso  2r9w
28   2c3i  2p4y  3f3e  1e66  4ty7  3utu  3fv1
29   4k18  2vw5  1mq6  3fv1  2al5  4de1  3myg
30   5dwr  2fvd  4jia  2p4y  2qbp  3p5o  4f3c
31   3mss  4gid  4ty7  3coy  2fvd  3kr8  4agq
32   3k5v  2vw5  4tmn  2al5  3myg  1o3f  3utu
33   3pyy  4gid  1o3f  2x00  3utu  3fv1  2al5
34   2v7a  2vw5  4tmn  2al5  3zso  3fv1  3ejr
35   4twp  2vw5  3g0w  2x00  3fv1  3myg  5c2h
36   3wtj  3fv1  3f3e  1e66  3ag9  3zso  1mq6
37   3zdg  4gid  4de1  4twp  3dd0  3fv1  2vvn
38   3u8k  3dd0  2p15  3o9i  3kr8  4gid  3uri
39   4qac  2vw5  4w9h  2al5  3fv1  2vvn  1o3f
40   3u8n  2cet  3myg  4gid  3uri  4twp  3dd0
41   1a30  2yki  2zcq  3myg  4ivc  3qqs  5c2h
42   2qnq  3nw9  1e66  2p15  4gid  2x00  3dd0
43   1g2k  4gid  3kr8  1o3f  3qqs  3myg  4de1
44   1eby  4gid  3u8n  2yki  1o3f  1mq6  3qqs
45   3o9i  4gid  3arp  1o3f  3myg  2al5  3dd0
46   4lzs  2x00  4rfm  3f3e  3fv1  4ty7  3p5o
47   3u5j  3ag9  3e93  3utu  3fv1  4tmn  2xb8
48   4wiv  4gid  3coy  4rfm  3p5o  1mq6  4tmn
49   4ogj  4gid  3arp  4rfm  3f3e  1e66  3zso
50   3p5o  4gid  4tmn  3fv1  3dd0  2al5  4de1
51   1ps3  4gid  4de1  4twp  3dd0  3fv1  2vvn
52   3dx1  4gid  4de1  4twp  3dd0  3fv1  2vvn
53   3d4z  4gid  4de1  4twp  3dd0  3fv1  2vvn
54   3dx2  4gid  4de1  4twp  3dd0  3fv1  2vvn
55   3ejr  3kr8  3f3e  1e66  4ty7  3g0w  2al5
56   3l7b  4gid  4de1  4twp  3dd0  3fv1  2vvn
57   4eky  4gid  3myg  2al5  4twp  3dd0  3fv1
58   3g2n  4gid  4de1  4twp  3dd0  3fv1  2vvn
59   3syr  4gid  4de1  4twp  3dd0  3fv1  2vvn
60   3ebp  4de1  2x00  3zso  1o3f  2al5  3fv1
61   2w66  4gid  4de1  4twp  3dd0  3fv1  2vvn
62   2w4x  4gid  4de1  4twp  3dd0  3fv1  2vvn
63   2wca  4gid  2xb8  3fv1  2al5  4de1  3myg
64   2xj7  4gid  4de1  4twp  3dd0  3fv1  2vvn
65   2vvn  4gid  3myg  2al5  4twp  3dd0  3fv1
66   3aru  3fv1  4rfm  3f3e  1e66  2x00  4twp
67   3arv  2vw5  4tmn  3fv1  3ejr  3zso  3utu
68   3ary  2al5  1e66  3utu  3coy  3fv1  3gnw
69   3arq  4gid  4twp  3ebp  1e66  3kr8  4f3c
70   3arp  4gr0  4gid  2x00  4twp  3dd0  3fv1
71   4ih5  2vw5  3uri  2p4y  3myg  3f3e  4tmn
72   4ih7  2al5  4ty7  4tmn  3ag9  3fv1  2vvn
73   3cj4  4gid  3myg  4twp  3dd0  3fv1  2vvn
74   4eo8  4gid  3myg  4twp  3dd0  3fv1  2vvn
