     code     1     2     3     4     5     6
1    4llx  2vvn  2xb8  5c2h  3zso  2r9w  1u1b
2    5c28  3utu  3gnw  4w9h  3f3e  3nw9  4de1
3    3uuo  3ag9  4twp  4f3c  3p5o  2p15  2zcq
4    3ui7  3gnw  4w9h  3e93  3utu  3zso  4de1
5    5c2h  3fv1  4ty7  2qbp  3nw9  3kr8  2xb8
6    2v00  1nvq  3p5o  1sqa  3arp  2r9w  4ty7
7    3wz8  1o3f  3uex  3ejr  4de1  3coy  3nw9
8    3pww  4de1  4agq  3uri  3ag9  3utu  4gr0
9    3prs  1nvq  1u1b  3gnw  1sqa  3ge7  3o9i
10   3uri  4de1  4w9h  1u1b  4tmn  3zso  4ty7
11   4m0z  3g0w  2fvd  2r9w  4w9h  3uex  3kr8
12   4m0y  2r9w  2al5  3uex  1mq6  3utu  4de1
13   3qgy  3fv1  3coy  3gnw  1sqa  1mq6  3ebp
14   4qd6  4de1  2fvd  1nvq  4jia  3arp  1e66
15   4rfm  4agq  1o3f  3e93  4jia  3zso  4w9h
16   4cr9  3f3e  3ag9  2p15  4pcs  1e66  4w9h
17   4cra  1e66  1o3f  4de1  3gnw  3kr8  1sqa
18   4x6p  3ag9  4agq  1e66  3qqs  3ge7  3dd0
19   4crc  3utu  3uri  5dwr  1nvq  4pcs  4gid
20   4ty7  3p5o  4agq  4de1  2qbp  4tmn  2p4y
21   5aba  4agq  4de1  4pcs  1o3f  1mq6  3kr8
22   5a7b  3zso  4rfm  3uex  3e93  4gid  4jia
23   4agn  4de1  2yki  2cet  2zcq  3ebp  3qqs
24   4agp  1nvq  3gnw  2fvd  1u1b  4twp  3zso
25   4agq  3uri  4de1  4ivc  3myg  3utu  4w9h
26   3bgz  2vvn  4gid  3coy  4agq  4ivc  3g0w
27   3jya  3fv1  3myg  4twp  5dwr  3arp  2r9w
28   2c3i  1nvq  4pcs  3ebp  3zso  2p15  4w9h
29   4k18  3fv1  4rfm  2fvd  3ge7  3uex  4agq
30   5dwr  4gid  4rfm  4de1  3e93  3coy  4pcs
31   3mss  3fv1  4gid  4agq  3uri  1e66  4de1
32   3k5v  3fv1  4gid  4de1  2vw5  1o3f  3qqs
33   3pyy  2p15  4twp  4f3c  2xb8  3ejr  4de1
34   2v7a  4de1  4agq  4ivc  4w9h  2cet  3qqs
35   4twp  2qbp  4gr0  2vw5  4de1  2al5  3coy
36   3wtj  3myg  3p5o  2al5  3gnw  3arp  3nw9
37   3zdg  3f3e  2al5  3uri  1e66  3dd0  2zcq
38   3u8k  2p15  1e66  2cet  3kr8  5c2h  3f3e
39   4qac  4f3c  4w9h  3coy  3g0w  2p15  2xb8
40   3u8n  2x00  4gr0  2xb8  4agq  2qbp  2p15
41   1a30  3fv1  4ivc  2yki  3myg  3ag9  1e66
42   2qnq  2p15  4pcs  2xb8  2zcq  3gnw  2qbp
43   1g2k  2r9w  3ejr  1o3f  4rfm  4de1  2p15
44   1eby  2cet  3kr8  2fvd  3p5o  5dwr  4ivc
45   3o9i  2cet  2vvn  5dwr  4gr0  1sqa  3arp
46   4lzs  3p5o  4de1  2qbp  2r9w  2fvd  4ty7
47   3u5j  3fv1  3zso  3gnw  4rfm  4twp  4de1
48   4wiv  3utu  4twp  2vw5  3ag9  3e93  2cet
49   4ogj  2x00  3uri  4f3c  4gr0  4de1  3qqs
50   3p5o  3fv1  2vw5  2p4y  3uri  2cet  1o3f
51   1ps3  3f3e  3ge7  4twp  3ag9  4jia  4agq
52   3dx1  3f3e  2fvd  3nw9  3gnw  4de1  3zso
53   3d4z  2cet  4w9h  3ebp  3dd0  5c2h  2zcq
54   3dx2  3f3e  2al5  3gnw  4ty7  2fvd  3arp
55   3ejr  4de1  4tmn  4agq  1mq6  3utu  3uri
56   3l7b  3f3e  2yki  3myg  1nvq  4de1  2r9w
57   4eky  2vvn  4pcs  3arp  2r9w  3kr8  2fvd
58   3g2n  2vvn  4ivc  4ty7  3nw9  3gnw  4de1
59   3syr  3f3e  3uri  4twp  3ag9  3myg  2r9w
60   3ebp  4de1  4agq  3ejr  4ty7  3uri  3ag9
61   2w66  2vvn  2al5  4twp  3kr8  3ag9  3myg
62   2w4x  3f3e  3uri  4twp  4jia  4ivc  3nw9
63   2wca  4de1  4tmn  4agq  3ejr  1sqa  2r9w
64   2xj7  3f3e  3ge7  3dd0  4twp  3kr8  1nvq
65   2vvn  3f3e  2qbp  3nw9  3gnw  4de1  3zso
66   3aru  4de1  4ivc  4jia  4rfm  2qbp  2fvd
67   3arv  2cet  3fv1  2fvd  1mq6  3coy  5dwr
68   3ary  2p15  3e93  4w9h  2xb8  4pcs  2zcq
69   3arq  3ag9  4tmn  4agq  4de1  4w9h  1mq6
70   3arp  4agq  4twp  2x00  1u1b  2vvn  4tmn
71   4ih5  4jia  3u8n  2yki  2qbp  3ejr  2p4y
72   4ih7  4ty7  1o3f  4jia  2cet  2p15  4pcs
73   3cj4  4de1  1o3f  2r9w  3ejr  3utu  4w9h
74   4eo8  3fv1  4ivc  4ty7  2fvd  2qbp  3arp
75   3gnw  4de1  3arp  3p5o  2fvd  4f3c  5dwr
76   1gpk  2p15  4twp  3ge7  3myg  2r9w  2fvd
77   1gpn  3uri  1e66  2p15  3kr8  4gr0  3e93
78   1h23  2al5  4twp  3uri  4de1  3zso  4agq
79   1h22  3uri  1nvq  4f3c  4agq  4de1  2vw5
80   1e66  5dwr  4gid  3utu  3dd0  2qbp  3ebp
81   3f3a  3f3e  3e93  3qqs  3gnw  4w9h  3ge7
82   3f3c  3f3e  3ejr  2x00  4agq  3zso  2r9w
83   4mme  1e66  3coy  5c2h  3dd0  4pcs  2x00
84   3f3d  4gr0  5dwr  2yki  3f3e  2r9w  2fvd
85   3f3e  2zcq  2vw5  1e66  3ejr  3u8n  2qbp
86   2wbg  2vvn  3uri  4de1  3gnw  2r9w  1mq6
87   2cbv  2vvn  3dd0  3ejr  4gid  4gr0  1sqa
88   2j78  2qbp  2zcq  3qqs  4tmn  2xb8  4w9h
89   2j7h  4w9h  2cet  3qqs  3ebp  2p4y  4ty7
90   2cet  2vvn  2r9w  4ty7  3nw9  3gnw  4de1
91   3udh  1e66  4f3c  2r9w  3ag9  1nvq  2qbp
92   3rsx  3p5o  4tmn  4w9h  3e93  4ty7  3ebp
93   4djv  3uri  1sqa  5dwr  3utu  4gid  3nw9
94   2vkm  4agq  3arp  2r9w  3uex  4ivc  5dwr
95   4gid  4de1  3ag9  4agq  4ty7  2p15  2fvd
96   4jfs  4agq  3o9i  4ivc  3qqs  5dwr  4gr0
97   4j28  2vvn  4jia  3arp  2r9w  2qbp  2fvd
98   2wvt  4pcs  2qbp  1sqa  4gr0  3f3e  3uri
99   2xii  2vvn  4w9h  4agq  4pcs  4de1  1sqa
100  4pcs  1sqa  4de1  3ejr  3myg  4gid  4ty7
101  3rr4  2al5  4gr0  3gnw  4jia  2r9w  2qbp
102  1s38  1sqa  4agq  2vvn  3o9i  3arp  2r9w
103  1r5y  3f3e  1e66  4tmn  1sqa  3arp  2r9w
104  3gc5  2vw5  1mq6  1e66  2r9w  3utu  3dd0
105  3ge7  4agq  2vw5  4de1  3uri  4rfm  4tmn
106  4dli  2p15  4twp  3dd0  4gr0  4pcs  4tmn
107  2zb1  4rfm  2vw5  4de1  3qqs  3g0w  1u1b
108  4f9w  4gid  4rfm  3myg  3kr8  4ivc  3uex
109  3e92  2yki  3e93  2x00  5c2h  2zcq  4rfm
110  3e93  1mq6  4de1  4agq  2vw5  3arp  4w9h
111  4owm  3f3e  4pcs  3nw9  3ag9  4agq  3g0w
112  3twp  3f3e  1mq6  3p5o  4f3c  4gr0  1sqa
113  3r88  3f3e  2x00  4f3c  3o9i  5dwr  3uri
114  4gkm  3fv1  2al5  4de1  3o9i  3u8n  1sqa
115  3qqs  3fv1  3u8n  4agq  3uri  5dwr  4gr0
116  3gv9  3fv1  3ejr  4agq  2al5  2p4y  4ivc
117  3gr2  3f3e  3kr8  3ejr  3u8n  3nw9  3gnw
118  4kz6  3f3e  3e93  3kr8  3u8n  1mq6  3g0w
119  4jxs  4de1  2vw5  4tmn  5dwr  3uri  3fv1
120  2r9w  4rfm  2cet  4gid  2p4y  5dwr  4agq
121  2hb1  3f3e  2x00  3arp  1sqa  2vw5  3u8n
122  1bzc  3uri  1e66  4f3c  4twp  3u8n  4de1
123  2qbr  4ty7  2xb8  1mq6  4jia  3qqs  2fvd
124  2qbq  3fv1  3myg  4de1  4ivc  4agq  3uex
125  2qbp  3p5o  2x00  4f3c  3qqs  2cet  5c2h
126  1q8t  3fv1  4twp  4rfm  3ge7  1sqa  4agq
127  1ydr  3utu  3u8n  3ebp  3g0w  3nw9  3e93
128  1q8u  3fv1  3gnw  3zso  1mq6  3dd0  1e66
129  1ydt  2p15  3dd0  3zso  2qbp  3ebp  3qqs
130  3ag9  3f3e  3uri  4twp  4jia  3u8n  1nvq
131  3fcq  3f3e  4w9h  3kr8  3ebp  4agq  3o9i
132  1z9g  1mq6  3kr8  4ty7  3zso  3ebp  2r9w
133  1qf1  4de1  3nw9  1nvq  2p15  4agq  2p4y
134  5tmn  4de1  1mq6  4jia  2yki  3ge7  5dwr
135  4tmn  4de1  4ty7  3g0w  4ivc  3ag9  4w9h
136  4ddk  3f3e  2al5  4pcs  3myg  3o9i  3ebp
137  4ddh  3f3e  2x00  4twp  3uri  4agq  2fvd
138  3ivg  3fv1  3ag9  4ty7  2r9w  1sqa  4f3c
139  3coz  2vvn  3coy  3arp  2r9w  2qbp  2fvd
140  3coy  2vvn  3gnw  3ejr  4gr0  1sqa  3arp
141  3pxf  2r9w  4agq  4rfm  4de1  3myg  4jia
142  4eor  3fv1  2p15  1e66  3zso  2p4y  2xb8
143  2xnb  2al5  5dwr  3g0w  4twp  2fvd  3uex
144  1pxn  1e66  2cet  2x00  1u1b  4de1  3utu
145  2fvd  3fv1  1nvq  4rfm  3e93  1u1b  3qqs
146  4k77  3fv1  2al5  3zso  3ge7  4w9h  3e93
147  4e5w  2vw5  3qqs  3g0w  3dd0  2cet  1e66
148  4ivb  4de1  4tmn  3ebp  4pcs  1o3f  3coy
149  4ivd  4de1  3e93  3kr8  4pcs  5c2h  2xb8
150  4ivc  4de1  3fv1  1mq6  4twp  2xb8  4w9h
151  4f09  5dwr  3ejr  4gid  4pcs  2xb8  2p4y
152  4gfm  4twp  3ejr  2x00  1u1b  4de1  2zcq
153  4hge  3fv1  4de1  1mq6  2qbp  4twp  4w9h
154  4e6q  4gr0  1u1b  3arp  3ejr  4tmn  4w9h
155  4jia  3fv1  4agq  3ebp  4pcs  2zcq  3coy
156  2brb  4de1  3arp  5c2h  3gnw  2p15  3zso
157  2br1  4de1  5c2h  4twp  2cet  3qqs  3ebp
158  3jvr  1nvq  2r9w  3g0w  3ebp  2cet  4tmn
159  3jvs  2al5  4twp  2p4y  2p15  3arp  2cet
160  1nvq  4de1  4twp  3ag9  1mq6  4agq  4tmn
161  3acw  3utu  1e66  2xb8  3ejr  1u1b  2cet
162  4ea2  5dwr  3p5o  4rfm  3qqs  2qbp  4pcs
163  2zcr  2vw5  3arp  3ejr  4agq  3uex  3p5o
164  2zy1  1mq6  3ejr  4gr0  4de1  1o3f  3gnw
165  2zcq  4gid  4de1  1mq6  2vw5  4tmn  3ejr
166  1bcu  3f3e  1mq6  3fv1  1u1b  4w9h  1e66
167  3bv9  1nvq  4de1  4twp  3p5o  4agq  3uri
168  1oyt  3e93  3p5o  4gid  3ejr  4ty7  3arp
169  2zda  4agq  3gnw  4de1  3zso  3e93  2p15
170  3utu  3p5o  3ebp  3myg  4w9h  3ejr  2fvd
171  3u9q  3f3e  3gnw  4agq  3u8n  3nw9  4de1
172  2yfe  2p4y  3p5o  3e93  3o9i  3utu  2qbp
173  3fur  2r9w  3uri  2cet  3gnw  3ejr  1u1b
174  3b1m  4pcs  4agq  4de1  2xb8  3ejr  5c2h
175  2p4y  2cet  2p15  2qbp  3uex  3utu  3uri
176  3uo4  3gnw  2cet  3utu  1e66  4w9h  3e93
177  3up2  4rfm  3ge7  1nvq  3zso  4agq  2yki
178  3e5a  4tmn  4agq  4de1  4ty7  1u1b  3zso
179  2wtv  1nvq  2fvd  2r9w  4gid  2yki  3utu
180  3myg  3uri  4de1  4f3c  1mq6  2zcq  4ty7
181  3kgp  3f3e  4twp  2vw5  3zso  1nvq  4rfm
182  1c5z  4ivc  1u1b  4pcs  3ebp  3g0w  2fvd
183  1o5b  3u8n  3dd0  3qqs  2vvn  4gid  1nvq
184  1owh  4de1  4agq  3e93  2xb8  3qqs  4w9h
185  1sqa  4rfm  2xb8  4de1  4agq  3qqs  1u1b
186  4jsz  4agq  4w9h  4twp  3kr8  4f3c  1nvq
187  3kwa  1nvq  3dd0  4w9h  2qbp  1e66  3f3e
188  2weg  4gr0  3zso  4rfm  4ty7  3u8n  3nw9
189  3ryj  3u8n  1sqa  3g0w  4tmn  4jia  3ejr
190  3dd0  3u8n  3fv1  1u1b  2al5  3ag9  3qqs
191  2xdl  3ejr  2cet  1mq6  4de1  3utu  1sqa
192  3b27  3p5o  3dd0  1sqa  3ag9  2al5  4agq
193  1yc1  2xb8  3ag9  4agq  4de1  2r9w  1sqa
194  3rlr  4ivc  2r9w  3uri  2fvd  1sqa  4pcs
195  2yki  4twp  4gid  4agq  4de1  2xb8  3coy
196  1z95  4rfm  4agq  3utu  2p15  2qbp  1sqa
197  3b68  4de1  1o3f  4agq  3ejr  5c2h  1u1b
198  3b5r  3ejr  3ag9  4jia  1u1b  3zso  2vw5
199  3b65  3fv1  2p4y  3kr8  4pcs  4gid  3e93
200  3g0w  4de1  2vvn  2qbp  4ty7  3nw9  3gnw
201  4u4s  3qqs  2p4y  4gr0  3coy  3zso  4tmn
202  1p1q  4de1  2qbp  4w9h  4f3c  4twp  2vw5
203  1syi  1sqa  3u8n  2x00  3uex  4twp  3p5o
204  1p1n  3f3e  3uri  3u8n  2zcq  3g0w  4f3c
205  2al5  3f3e  2qbp  3nw9  3ejr  4w9h  3p5o
206  3g2z  3f3e  3myg  3kr8  1u1b  3dd0  2zcq
207  3g31  2vvn  2al5  1nvq  1mq6  3u8n  4gid
208  4de2  3uri  5dwr  4f3c  4twp  4de1  3p5o
209  4de3  3fv1  3ag9  3p5o  4gid  1e66  3coy
210  4de1  4agq  4tmn  1mq6  3ejr  3uri  2r9w
211  1vso  3f3e  1e66  3u8n  3myg  1sqa  2yki
212  4dld  3fv1  4w9h  2fvd  3arp  4pcs  3o9i
213  3gbb  3f3e  2al5  4ty7  3myg  3p5o  1e66
214  3fv2  3f3e  2fvd  3nw9  3gnw  4de1  3zso
215  3fv1  4gr0  3g0w  2xb8  3ge7  2al5  3zso
216  4mgd  4de1  2vw5  1sqa  4twp  3ebp  1e66
217  2qe4  4twp  1mq6  4agq  4rfm  4de1  3fv1
218  1qkt  4de1  3fv1  3kr8  3ag9  2p15  3u8n
219  2pog  4de1  3g0w  4tmn  3ejr  3nw9  5dwr
220  2p15  4de1  3arp  2p4y  3zso  2cet  2vw5
221  2y5h  1nvq  3arp  3ebp  2xb8  4ivc  4pcs
222  1lpg  5dwr  4agq  2cet  3ge7  3coy  3nw9
223  2xbv  3fv1  2yki  1nvq  5dwr  1mq6  4de1
224  1z6e  4agq  4tmn  2vw5  3qqs  4gid  3coy
225  1mq6  1e66  4gid  3myg  3uex  3e93  3zso
226  1nc3  3ebp  3kr8  4pcs  3qqs  3u8n  3o9i
227  1nc1  2vvn  3kr8  1mq6  3ejr  4pcs  3zso
228  1y6r  2vvn  3arp  2qbp  2fvd  4ty7  3nw9
229  4f2w  3fv1  3ge7  3myg  4de1  2r9w  1sqa
230  4f3c  3ejr  4de1  3e93  3uri  3p5o  4twp
231  1uto  3f3e  3gnw  4agq  4ty7  3g0w  2fvd
232  4abg  4twp  4agq  4gid  3g0w  3ebp  2p4y
233  3gy4  2xb8  3e93  3g0w  2p15  3myg  3zso
234  1k1i  3ebp  4jia  5c2h  2qbp  2r9w  3ag9
235  1o3f  3f3e  4agq  4f3c  4de1  1sqa  3g0w
236  2yge  4gid  3ebp  3gnw  2fvd  2qbp  2r9w
237  2fxs  3u8n  3utu  4de1  3gnw  3ebp  4ty7
238  2iwx  1mq6  3ag9  4twp  1sqa  1nvq  2vw5
239  2wer  4agq  3ag9  3e93  1mq6  4de1  3ejr
240  2vw5  1mq6  3ag9  3ejr  4de1  1nvq  4w9h
241  4kzq  4de1  3fv1  3nw9  2fvd  2qbp  1nvq
242  4kzu  3fv1  3kr8  2fvd  4w9h  4jia  3utu
243  4j21  4gr0  2xb8  3utu  3ejr  4de1  1mq6
244  4j3l  3zso  1nvq  1e66  3ebp  4twp  4de1
245  3kr8  2p15  3utu  4de1  4agq  3gnw  1u1b
246  2ymd  4rfm  4jia  2fvd  4de1  5dwr  4gr0
247  2wnc  1mq6  3ag9  5dwr  2p4y  2yki  4pcs
248  2xys  4de1  3fv1  3coy  3u8n  3nw9  3gnw
249  2wn9  3ejr  4de1  1o3f  3u8n  3dd0  4pcs
250  2x00  2fvd  2cet  2qbp  4ty7  3nw9  3gnw
251  3ozt  2vvn  3qqs  3arp  2r9w  2qbp  2fvd
252  3ozs  2vvn  4ivc  4f3c  5dwr  4agq  1sqa
253  3oe5  3ejr  3uri  4pcs  4de1  3gnw  4ty7
254  3oe4  2vvn  4f3c  1sqa  3arp  2r9w  2cet
255  3nw9  4agq  1nvq  2qbp  3gnw  3utu  3uri
256  3ao4  4pcs  2qbp  3utu  3nw9  1nvq  2fvd
257  3zt2  4f3c  3ejr  2x00  3uex  3dd0  4twp
258  3zsx  4de1  2r9w  2yki  3u8n  5c2h  1sqa
259  4cig  4agq  3kr8  4twp  3p5o  3e93  3qqs
260  3zso  3o9i  5dwr  5c2h  1nvq  2vw5  2cet
261  3n7a  3f3e  2fvd  3nw9  3gnw  4de1  3zso
262  4ciw  4gid  2cet  1nvq  2al5  3f3e  3dd0
263  3n86  2vvn  3gnw  3ag9  1sqa  3arp  2r9w
264  3n76  3arp  1e66  3ag9  1mq6  3ejr  3gnw
265  2xb8  2fvd  3arp  2vvn  4ty7  3nw9  3gnw
266  4bkt  3f3e  2yki  3dd0  4twp  3kr8  3ag9
267  4w9c  4de1  2vvn  4w9h  3ejr  1o3f  3ebp
268  4w9l  4de1  2r9w  3zso  1e66  1nvq  4twp
269  4w9i  4agq  1sqa  3ag9  4ty7  3gnw  4de1
270  4w9h  4de1  3p5o  4rfm  3uex  3nw9  4ivc
271  3nq9  3f3e  3ag9  1nvq  4gid  3u8n  2al5
272  3ueu  4agq  1sqa  4rfm  2al5  4ivc  3gnw
273  3uev  1o3f  3o9i  3g0w  3u8n  3f3e  4ivc
274  3uew  3u8n  1mq6  4gid  2yki  4pcs  1nvq
275  3uex  3fv1  1nvq  3e93  2p15  4jia  4tmn
276  3lka  2fvd  2zcq  2vw5  2qbp  3dd0  3qqs
277  3ehy  3gnw  4f3c  2al5  1o3f  2vw5  3myg
278  3tsk  1mq6  4jia  3zso  4twp  4de1  3utu
279  3nx7  3fv1  2cet  1mq6  3coy  3ejr  1sqa
280  4gr0  1o3f  4de1  2fvd  5dwr  4ivc  3u8n
281  3dxg  3f3e  3p5o  4twp  3arp  3fv1  3e93
282  3d6q  2vvn  2qbp  4ty7  3nw9  3gnw  4de1
283  1w4o  3f3e  2yki  4agq  3g0w  1o3f  3u8n
284  1o0h  3fv1  2p4y  3myg  3g0w  3u8n  4gr0
285  1u1b  3utu  1nvq  3ag9  3p5o  3u8n  3ejr

Summary of the reverse screening power: =========================================================
The best target is found among top 1% candidates for  9 ligand(s); success rate = 3.2%
The best target is found among top 5% candidates for 18 ligand(s); success rate = 6.3%
The best target is found among top 10% candidates for 30 ligand(s); success rate = 10.5%
=================================================================================================

Template command for running the bootstrap in R program=========================================

rm(list=ls());
require(boot);
data_all<-read.table("GAP-Score_Top1.results",header=TRUE);
data<-as.matrix(data_all[,2]);
mymean<-function(x,indices) sum(x[indices])/285;
data.boot<-boot(aa,mymean,R=10000,stype="i",sim="ordinary");
sink("GAP-Score_Top1-ci.results");
a<-boot.ci(data.boot,conf=0.9,type=c("bca"));
print(a);
sink();

===============================================================================================

