     code     1     2     3     4     5     6
1    4llx  2vvn  3f3e  3ge7  2al5  4w9h  1u1b
2    5c28  2vvn  4gid  3f3e  4f3c  4w9h  4agq
3    3uuo  2vvn  3f3e  2al5  2qbp  4de1  2xb8
4    3ui7  2vvn  3f3e  2al5  3myg  2xb8  3ge7
5    5c2h  2vvn  3f3e  3fv1  2al5  2xb8  3u8n
6    2v00  2vvn  3f3e  2al5  3fv1  3dd0  1sqa
7    3wz8  2vvn  3f3e  2al5  3g0w  1e66  3fv1
8    3pww  2vvn  3f3e  2xb8  2p15  3g0w  3fv1
9    3prs  2vvn  3f3e  2al5  3g0w  3fv1  1e66
10   3uri  2vvn  3f3e  3g0w  3fv1  2p15  2al5
11   4m0z  2vvn  3f3e  4tmn  3e93  2al5  3dd0
12   4m0y  2vvn  2qbp  3f3e  2al5  3fv1  3ebp
13   3qgy  2vvn  3f3e  2al5  3g0w  4agq  2p15
14   4qd6  2vvn  3f3e  5c2h  2al5  3g0w  2p15
15   4rfm  2vvn  3f3e  3nw9  3g0w  4ty7  2al5
16   4cr9  2vvn  4agq  2qbp  4w9h  3uex  3f3e
17   4cra  2vvn  3f3e  3fv1  3g0w  2al5  4twp
18   4x6p  2vvn  3f3e  3g0w  2xb8  2r9w  2al5
19   4crc  2vvn  3f3e  2p15  3fv1  2al5  3g0w
20   4ty7  2vvn  3f3e  2al5  3gnw  3g0w  3fv1
21   5aba  2vvn  3f3e  2al5  3kr8  3fv1  2yki
22   5a7b  2vvn  3f3e  2p15  3fv1  3g0w  3u8n
23   4agn  2vvn  3f3e  2p15  4agq  4f3c  4gr0
24   4agp  2vvn  3f3e  2al5  4f3c  2xb8  2r9w
25   4agq  2vvn  3f3e  2al5  3g0w  2p15  4f3c
26   3bgz  2vvn  3f3e  2al5  2xb8  3nw9  3o9i
27   3jya  2vvn  3f3e  4agq  2al5  2zcq  3uex
28   2c3i  2vvn  3f3e  2al5  3fv1  4rfm  3uex
29   4k18  2vvn  3f3e  5c2h  3fv1  3g0w  2al5
30   5dwr  2vvn  3f3e  3nw9  3fv1  2al5  3utu
31   3mss  2vvn  3f3e  4tmn  3fv1  2al5  1e66
32   3k5v  2vvn  3f3e  3fv1  3g0w  2al5  3kr8
33   3pyy  2vvn  3f3e  2al5  4pcs  3fv1  2xb8
34   2v7a  2vvn  3f3e  2al5  3g0w  3fv1  2p15
35   4twp  2vvn  3f3e  1e66  5c2h  2x00  2al5
36   3wtj  2vvn  3ebp  3f3e  2al5  5c2h  3fv1
37   3zdg  2vvn  2al5  3f3e  3fv1  4gid  3qqs
38   3u8k  2vvn  3nw9  3f3e  1mq6  2qbp  4rfm
39   4qac  2vvn  3f3e  4w9h  3g0w  2al5  3arp
40   3u8n  2vvn  3f3e  2al5  4twp  4pcs  3fv1
41   1a30  2vvn  5dwr  3f3e  2al5  3fv1  4twp
42   2qnq  2vvn  3f3e  2al5  3fv1  3g0w  2xb8
43   1g2k  2vvn  3f3e  2al5  3g0w  3fv1  3qqs
44   1eby  2vvn  3f3e  3g0w  2al5  2p15  3fv1
45   3o9i  2vvn  3f3e  3g0w  2al5  3fv1  1e66
46   4lzs  2vvn  4tmn  3f3e  1u1b  3dd0  2qbp
47   3u5j  2vvn  1o3f  3kr8  3f3e  2al5  3dd0
48   4wiv  2vvn  3f3e  2al5  2p15  3fv1  3ge7
49   4ogj  2vvn  3f3e  3g0w  2al5  3fv1  3e93
50   3p5o  2vvn  3f3e  2xb8  2al5  3u8n  3fv1
51   1ps3  2vvn  4gid  3f3e  4twp  5dwr  4agq
52   3dx1  2vvn  3ag9  1sqa  3uex  4tmn  2p4y
53   3d4z  2vvn  4f3c  3f3e  2al5  2yki  4w9h
54   3dx2  2vvn  4gr0  3dd0  4agq  3ejr  2al5
55   3ejr  2vvn  3f3e  3fv1  2al5  3u8n  3ebp
56   3l7b  2vvn  3f3e  4tmn  3dd0  2al5  4agq
57   4eky  2vvn  2qbp  2p4y  1sqa  3f3e  4pcs
58   3g2n  2vvn  3f3e  4gid  3fv1  2al5  4agq
59   3syr  2vvn  3f3e  2al5  4w9h  3ejr  4agq
60   3ebp  2vvn  3f3e  2al5  3uex  4ivc  3kr8
61   2w66  2vvn  3f3e  2al5  3dd0  3fv1  3u8n
62   2w4x  2vvn  3f3e  4tmn  4gr0  2qbp  3fv1
63   2wca  2vvn  3f3e  2al5  2p15  3fv1  4f3c
64   2xj7  2vvn  3f3e  2al5  3u8n  4w9h  3dd0
65   2vvn  3f3e  2al5  4w9h  4f3c  3nw9  2cet
66   3aru  2vvn  2r9w  3f3e  2al5  3fv1  4tmn
67   3arv  2vvn  3f3e  3g0w  4ivc  3kr8  2al5
68   3ary  2vvn  3u8n  3f3e  2al5  3g0w  3fv1
69   3arq  2vvn  3f3e  2al5  3fv1  1mq6  2p15
70   3arp  2vvn  2al5  3f3e  3g0w  3fv1  4ivc
71   4ih5  2vvn  2fvd  3f3e  2al5  4f3c  2qbp
72   4ih7  2vvn  3f3e  2al5  4gr0  3kr8  4twp
73   3cj4  2vvn  3f3e  2al5  3uex  2xb8  3g0w
74   4eo8  2vvn  3f3e  3u8n  3g0w  2al5  4pcs
75   3gnw  2vvn  3f3e  2al5  3g0w  3fv1  3kr8
76   1gpk  2vvn  3p5o  2al5  2xb8  3u8n  3uex
77   1gpn  2vvn  3f3e  4w9h  2al5  3u8n  3dd0
78   1h23  2vvn  3f3e  3g0w  3ebp  2al5  3fv1
79   1h22  2vvn  3f3e  2al5  3fv1  3g0w  3u8n
80   1e66  2vvn  2al5  3dd0  2qbp  3fv1  3u8n
81   3f3a  2vvn  3f3e  2al5  3ge7  3nw9  3dd0
82   3f3c  2vvn  3f3e  3dd0  4agq  4w9h  3gnw
83   4mme  2vvn  3ag9  3f3e  2al5  3fv1  3zso
84   3f3d  2vvn  2qbp  3ge7  3dd0  5c2h  2xb8
85   3f3e  2vvn  5c2h  3dd0  3p5o  4gr0  2zcq
86   2wbg  2vvn  3f3e  4tmn  2al5  3fv1  3ejr
87   2cbv  2vvn  2al5  4w9h  3f3e  5dwr  3kr8
88   2j78  2vvn  2fvd  3f3e  3nw9  4tmn  5c2h
89   2j7h  2vvn  2al5  1e66  4w9h  3f3e  1sqa
90   2cet  2vvn  3f3e  2al5  3fv1  3utu  3dd0
91   3udh  2vvn  3f3e  2al5  4w9h  1u1b  4twp
92   3rsx  2vvn  3f3e  4ivc  2fvd  2al5  4w9h
93   4djv  2vvn  3f3e  2al5  3g0w  3u8n  3nw9
94   2vkm  2vvn  3f3e  3g0w  2al5  3fv1  2xb8
95   4gid  2vvn  3f3e  3g0w  2al5  3kr8  3fv1
96   4jfs  2vvn  3f3e  3utu  4tmn  2al5  1o3f
97   4j28  2vvn  3f3e  3fv1  2al5  3ejr  3o9i
98   2wvt  2vvn  3coy  3kr8  3f3e  3dd0  1u1b
99   2xii  2vvn  3f3e  3qqs  4jia  2al5  3kr8
100  4pcs  2vvn  3f3e  2p4y  3dd0  2al5  3utu
101  3rr4  2vvn  3f3e  2r9w  2al5  3fv1  3ejr
102  1s38  2vvn  3f3e  3ge7  4agq  4tmn  2yki
103  1r5y  2vvn  3f3e  4agq  4w9h  1o3f  3dd0
104  3gc5  2vvn  5c2h  3f3e  2al5  3nw9  3uri
105  3ge7  2vvn  3f3e  3g0w  2al5  4pcs  3kr8
106  4dli  2vvn  3f3e  2al5  3nw9  4twp  3fv1
107  2zb1  2vvn  3f3e  2al5  3g0w  4gr0  3fv1
108  4f9w  2vvn  2yki  3f3e  4w9h  3fv1  2al5
109  3e92  2vvn  3f3e  3fv1  1e66  3e93  2al5
110  3e93  2vvn  3f3e  3fv1  2al5  3g0w  2cet
111  4owm  2vvn  4agq  4w9h  3f3e  3dd0  2al5
112  3twp  2vvn  4agq  1sqa  4w9h  3f3e  2fvd
113  3r88  2vvn  2cet  4pcs  2al5  4tmn  2zcq
114  4gkm  2vvn  3f3e  3fv1  4rfm  2al5  4tmn
115  3qqs  2vvn  3f3e  4agq  3u8n  2al5  4ty7
116  3gv9  2vvn  3myg  2p4y  4tmn  3f3e  4agq
117  3gr2  2vvn  3f3e  4tmn  2cet  4gr0  3ge7
118  4kz6  2vvn  4agq  3nw9  3f3e  3qqs  3dd0
119  4jxs  2vvn  3f3e  3fv1  2al5  5dwr  4rfm
120  2r9w  2vvn  3f3e  2al5  3fv1  2xb8  1e66
121  2hb1  2vvn  4tmn  3dd0  4agq  4gr0  4rfm
122  1bzc  2vvn  3f3e  2al5  1e66  3fv1  4twp
123  2qbr  2vvn  3f3e  3fv1  3nw9  2al5  4de1
124  2qbq  2vvn  3f3e  4gr0  3g0w  2al5  2xb8
125  2qbp  2vvn  3f3e  2al5  3g0w  1nvq  3u8n
126  1q8t  2vvn  3f3e  3o9i  2al5  3fv1  3nw9
127  1ydr  2vvn  3f3e  4gr0  3ebp  2al5  4rfm
128  1q8u  2vvn  3f3e  2al5  3kr8  3g0w  4agq
129  1ydt  2vvn  3g0w  3f3e  3fv1  3coy  1e66
130  3ag9  2vvn  3f3e  2al5  3fv1  3g0w  3u8n
131  3fcq  2vvn  3f3e  4tmn  4gr0  1sqa  5c2h
132  1z9g  2vvn  3ebp  4agq  2al5  1sqa  3f3e
133  1qf1  2vvn  3f3e  2al5  4agq  2xb8  2p4y
134  5tmn  2vvn  3f3e  3u8n  2al5  3dd0  3fv1
135  4tmn  2vvn  3f3e  2al5  3fv1  3coy  3g0w
136  4ddk  2vvn  3f3e  4w9h  4agq  2qbp  3p5o
137  4ddh  2vvn  4tmn  4agq  3f3e  5c2h  2zcq
138  3ivg  2vvn  3f3e  3zso  2al5  3u8n  3fv1
139  3coz  2vvn  3f3e  3nw9  3g0w  3fv1  3u8n
140  3coy  2vvn  3f3e  4pcs  3fv1  2al5  3kr8
141  3pxf  2vvn  2fvd  3f3e  4ty7  2al5  2qbp
142  4eor  2vvn  3f3e  2al5  3fv1  3g0w  3ebp
143  2xnb  2vvn  3f3e  1sqa  3fv1  2al5  4gr0
144  1pxn  2vvn  3f3e  4f3c  2al5  3u8n  3fv1
145  2fvd  2vvn  3f3e  3g0w  4pcs  3fv1  2al5
146  4k77  2vvn  3utu  3f3e  3dd0  2al5  4gr0
147  4e5w  2vvn  3f3e  2al5  1mq6  3fv1  3ebp
148  4ivb  2vvn  3f3e  2al5  1mq6  3nw9  3dd0
149  4ivd  2vvn  3f3e  2al5  3dd0  2cet  4agq
150  4ivc  2vvn  3f3e  2al5  3utu  3nw9  3dd0
151  4f09  2vvn  3f3e  2al5  3utu  4f3c  3kr8
152  4gfm  2vvn  3f3e  2al5  3fv1  5c2h  3dd0
153  4hge  2vvn  3f3e  3u8n  5dwr  2al5  3fv1
154  4e6q  2vvn  3f3e  4ty7  3fv1  2al5  3kr8
155  4jia  2vvn  3f3e  2al5  3g0w  3fv1  3zso
156  2brb  2vvn  4f3c  3f3e  2al5  3u8n  1mq6
157  2br1  2vvn  3f3e  2al5  3g0w  3fv1  3ejr
158  3jvr  2vvn  1nvq  3f3e  3kr8  2al5  4tmn
159  3jvs  2vvn  3fv1  3f3e  2p4y  3g0w  1mq6
160  1nvq  2vvn  3f3e  2xb8  4f3c  2al5  4agq
